question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
부산 형사법무 분야 브랜드인지도 현황을 최근3년 기준으로 알려줘요,정보조회,보통,동래,KO,854,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:21.450836,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산서면 형사법무 분야 고객만족도 현황을 2019-2023년 기준으로 알려줘요,정보조회,보통,동래,KO,855,형사법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:22.749691,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산에서 조세법무 전문 변호사의 사건처리속도와 부산지방법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,856,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:24.021684,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 김해 개인정보보호 분야의 수임료를 알려줘요,정보조회,보통,동래,KO,857,개인정보보호,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:25.308515,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
지적재산권 사건의 전문성 기준과 경남 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,858,지적재산권,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:26.548718,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산해운대 지적재산권 분야 브랜드인지도 현황을 팬데믹이후 기준으로 알려줘요,정보조회,보통,동래,KO,859,지적재산권,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:27.791654,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
경남 부동산법무 분야 해결율 현황을 2025년 기준으로 알려줘요,정보조회,보통,동래,KO,860,부동산법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:29.171376,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
양산에서 의료헬스케어법무 전문 변호사의 시간당비용와 KISDI 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,861,의료헬스케어법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:30.428548,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 IT통신법무 사건의 법적정확성와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,862,IT통신법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:31.679868,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산에서 IT통신법무 전문 변호사의 변호사인원와 법원행정처 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,863,IT통신법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:32.939123,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
10년추세 동안 부산 계약법무 변호사 지원인력 평균은?,정보조회,보통,동래,KO,864,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:34.182669,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 지적재산권 분야 법적정확성 현황을 최근5년 기준으로 알려줘요,정보조회,보통,동래,KO,865,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:35.420384,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 소송및분쟁해결 분야 시설규모 현황을 최근5년 기준으로 알려줘요,정보조회,보통,동래,KO,866,소송및분쟁해결,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:36.648646,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근5년 동안 부산연제구 소송및분쟁해결 변호사 해결율 평균은?,정보조회,보통,동래,KO,867,소송및분쟁해결,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:37.892493,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 소송및분쟁해결 분야 성공보수 현황을 최근3년 기준으로 알려줘요,정보조회,보통,동래,KO,868,소송및분쟁해결,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:39.147706,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
창원에서 금융법무 전문 변호사의 법적정확성와 부산법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,869,금융법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:40.407956,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산에서 기업법무 전문 변호사의 해결율와 부산지법 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,870,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:41.655275,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
기업법무 관련 성공보수 통계를 10년추세 기간으로 정리해주세요,정보조회,보통,동래,KO,871,기업법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:42.886239,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 기업법무 분야 시장점유율 현황을 2024년 기준으로 알려줘요,정보조회,보통,동래,KO,872,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:44.159115,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부동산법무 관련 고객만족도 통계를 2025년 기간으로 정리해주세요,정보조회,보통,동래,KO,873,부동산법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:45.401261,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 기준 울산 계약법무 변호사 전문인력 평균은?,거래상담,보통,동래,KO,874,계약법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:46.656309,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 기준 양산 계약법무 분야의 승소율를 알려줘요,정보조회,보통,동래,KO,875,계약법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:47.906358,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
조세법무 관련 서비스품질 통계를 2019-2023년 기간으로 정리해주세요,정보조회,보통,동래,KO,876,조세법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:49.133848,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 기준 부산서면 지적재산권 분야의 고객만족도를 알려줘요,정보조회,보통,동래,KO,877,지적재산권,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:50.368477,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
울산 조세법무 전문 변호사 고객만족도 상담받고 싶어요,거래상담,보통,동래,KO,878,조세법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:51.614667,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 조세법무 사건의 브랜드인지도와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,879,조세법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:53.003689,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
금융법무 사건의 브랜드인지도 기준과 울산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,880,금융법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:54.248472,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 조세법무 사건의 브랜드인지도와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,881,조세법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:55.550567,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
